[ 2016-06-21T00:35:04+08:00 ] /QA/index.php/member/myanswer?__hash__=364ee495430ed5579a40ded598361193_e7e2688cd8f3b51c122fe53d3e439461 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001001s ]
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006001s ]
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:08+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T10:33:11+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:33:11+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2016-06-21T10:33:11+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T10:33:11+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:33:11+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:11+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T10:33:12+08:00 ] /QA/index.php/ask/getCate?pid=1 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.008001s ]
[ 2016-06-21T10:33:12+08:00 ] /QA/index.php/ask/getCate?pid=1 | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 1 )  [ RunTime:0.001000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.002001s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002001s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.025001s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.026001s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.002001s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006001s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:31+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001001s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001001s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.023001s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023001s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:42+08:00 ] /QA/index.php/member/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T10:33:48+08:00 ] /QA/index.php/index/ | INFO: Tag[ route_check ] --START--
[ 2016-06-21T10:33:48+08:00 ] /QA/index.php/index/ | INFO: Run CheckRoute Behavior [ RunTime:0.004000s ]
[ 2016-06-21T10:33:48+08:00 ] /QA/index.php/index/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.004000s ]
[ 2016-06-21T10:33:48+08:00 ] /QA/index.php/index/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T10:33:48+08:00 ] /QA/index.php/index/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:48+08:00 ] /QA/index.php/index/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.009001s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.009001s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.008000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.000000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_template ] --START--
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Run ParseTemplate Behavior [ RunTime:0.031001s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031001s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Run TokenBuild Behavior [ RunTime:0.004001s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009001s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_end ] --START--
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.003000s ]
[ 2016-06-21T10:33:49+08:00 ] /QA/index.php/index/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T12:43:05+08:00 ] /QA/ | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T12:43:05+08:00 ] /QA/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:05+08:00 ] /QA/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.013001s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '1' )  [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '2' )  [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '3' )  [ RunTime:0.000000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '4' )  [ RunTime:0.000000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = '5' )  [ RunTime:0.000000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_question` [ RunTime:0.014001s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_question` WHERE ( `solve` = 0 ) LIMIT 15   [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.014001s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | SQL: SELECT * FROM `wl_index_user` ORDER BY adopt LIMIT 10   [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_template ] --START--
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Run ParseTemplate Behavior [ RunTime:0.033002s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.033002s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_end ] --START--
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:06+08:00 ] /QA/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:08+08:00 ] /QA/index.php/ask/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T12:43:08+08:00 ] /QA/index.php/ask/index | INFO: Run CheckRoute Behavior [ RunTime:0.003001s ]
[ 2016-06-21T12:43:08+08:00 ] /QA/index.php/ask/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T12:43:08+08:00 ] /QA/index.php/ask/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T12:43:08+08:00 ] /QA/index.php/ask/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:08+08:00 ] /QA/index.php/ask/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.011001s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.012001s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | SQL: SELECT `money` FROM `wl_index_user` WHERE ( `id` = '86' ) LIMIT 1   [ RunTime:0.003000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Run LocationTemplate Behavior [ RunTime:0.003000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Run ParseTemplate Behavior [ RunTime:0.030002s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.030002s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Run ContentReplace Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Run TokenBuild Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:09+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T12:43:13+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T12:43:13+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:13+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T12:43:13+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T12:43:13+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:13+08:00 ] /QA/index.php/ask/getCate?pid=1 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:14+08:00 ] /QA/index.php/ask/getCate?pid=1 | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.008000s ]
[ 2016-06-21T12:43:14+08:00 ] /QA/index.php/ask/getCate?pid=1 | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 1 )  [ RunTime:0.001000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ route_check ] --START--
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_template ] --START--
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run LocationTemplate Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_template ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ParseTemplate Behavior [ RunTime:0.024002s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.024002s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ShowRuntime Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_end ] --START--
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:17+08:00 ] /QA/index.php/member/index/id/86 | INFO: Tag[ view_end ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:33+08:00 ] /QA/index.php/ask/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T12:43:33+08:00 ] /QA/index.php/ask/index | INFO: Run CheckRoute Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:33+08:00 ] /QA/index.php/ask/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:33+08:00 ] /QA/index.php/ask/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T12:43:33+08:00 ] /QA/index.php/ask/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:33+08:00 ] /QA/index.php/ask/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | SQL: SHOW COLUMNS FROM `wl_index_user` [ RunTime:0.009000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | SQL: SELECT `money` FROM `wl_index_user` WHERE ( `id` = '86' ) LIMIT 1   [ RunTime:0.001000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_template ] --START--
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Run LocationTemplate Behavior [ RunTime:0.002001s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_template ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_parse ] --START--
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Run ParseTemplate Behavior [ RunTime:0.027001s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_parse ] --END-- [ RunTime:0.028001s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_filter ] --START--
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Run ContentReplace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Run TokenBuild Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Run WriteHtmlCache Behavior [ RunTime:0.002000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Run ShowRuntime Behavior [ RunTime:0.002001s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_filter ] --END-- [ RunTime:0.006001s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_end ] --START--
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Run ShowPageTrace Behavior [ RunTime:0.001000s ]
[ 2016-06-21T12:43:34+08:00 ] /QA/index.php/ask/index | INFO: Tag[ view_end ] --END-- [ RunTime:0.001000s ]
[ 2016-06-21T12:43:41+08:00 ] /QA/index.php/ask/index | INFO: Tag[ route_check ] --START--
[ 2016-06-21T12:43:41+08:00 ] /QA/index.php/ask/index | INFO: Run CheckRoute Behavior [ RunTime:0.003000s ]
[ 2016-06-21T12:43:41+08:00 ] /QA/index.php/ask/index | INFO: Tag[ route_check ] --END-- [ RunTime:0.003000s ]
[ 2016-06-21T12:43:41+08:00 ] /QA/index.php/ask/index | INFO: Tag[ app_begin ] --START--
[ 2016-06-21T12:43:41+08:00 ] /QA/index.php/ask/index | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002001s ]
[ 2016-06-21T12:43:41+08:00 ] /QA/index.php/ask/index | INFO: Tag[ app_begin ] --END-- [ RunTime:0.003001s ]
[ 2016-06-21T12:43:42+08:00 ] /QA/index.php/ask/index | SQL: SHOW COLUMNS FROM `wl_category` [ RunTime:0.010001s ]
[ 2016-06-21T12:43:42+08:00 ] /QA/index.php/ask/index | SQL: SELECT * FROM `wl_category` WHERE ( `pid` = 0 )  [ RunTime:0.001000s ]
